adipose tissue,adrenal gland,appendix,bone marrow,breast,bronchus,caudate,cerebellum,cerebral cortex,cervix,colon,dorsal raphe,duodenum,endometrium,endometrium 1,endometrium 2,epididymis,esophagus,eye,fallopian tube,gallbladder,hair,heart muscle,hippocampus,hypothalamus,kidney,lactating breast,liver,lung,lymph node,nasopharynx,oral mucosa,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,skin 1,skin 2,small intestine,smooth muscle,soft tissue 1,soft tissue 2,spleen,stomach 1,stomach 2,substantia nigra,testis,thymus,thyroid gland,tonsil,urinary bladder,vagina
,,,,ARMCX4,,,CNTF,LRRC14B,,,,,,,CROCC2,,,,,,,,CKLF-CMTM1,,,,RAD21L1,,,,,,,,,,,,,,,,,ARL2,,,,TMEM249,IGKV1-5,,,,,,,,,,
,,,,YRDC,,,RTL5,SEMA4B,,,,,,,DCAF8L1,,,,,,,,BORCS8,,,,ASPRV1,,,,,,,,,,,,,,,,,TTLL13,,,,GAN,NAA80,,,,,,,,,,
,,,,ZNF775,,,IGKV1D-17,SPDYE16,,,,,,,CT47A9,,,,,,,,ENSG00000254979,,,,C4A,,,,,,,,,,,,,,,,,STIMATE,,,,PIERCE2,AMY2A,,,,,,,,,,
,,,,MYL6B,,,STRC,CIB1,,,,,,,CT47A12,,,,,,,,DPP3,,,,HBB,,,,,,,,,,,,,,,,,DNAJC9,,,,HPR,TNFRSF6B,,,,,,,,,,
,,,,C20orf96,,,RBMY1B,ANKS1B,,,,,,,HSBP1L1,,,,,,,,ANKHD1-EIF4EBP3,,,,CRYBB2,,,,,,,,,,,,,,,,,VDAC1,,,,MIA,UPK3B,,,,,,,,,,
,,,,ESRRG,,,EIF4EBP3,NELFA,,,,,,,ERVMER34-1,,,,,,,,CHMP1B,,,,N4BP2L2,,,,,,,,,,,,,,,,,TMX2,,,,MYMX,CFB,,,,,,,,,,
,,,,SULT1A1,,,IGKV3-7,SLC24A3,,,,,,,CT47A11,,,,,,,,EID3,,,,CEBPA,,,,,,,,,,,,,,,,,HEXA,,,,CORO7,DNAAF10,,,,,,,,,,
,,,,ARL9,,,PSG11,KRT76,,,,,,,RBMY1J,,,,,,,,FXYD6-FXYD2,,,,PGAM5,,,,,,,,,,,,,,,,,ADAT3,,,,SPON1,NME2,,,,,,,,,,
,,,,PRPF40A,,,PSG4,ADSS1,,,,,,,WDR46,,,,,,,,EID1,,,,TWF2,,,,,,,,,,,,,,,,,PPP1CB,,,,C19orf84,LEFTY1,,,,,,,,,,
,,,,TCEAL3,,,MICAL3,ANO9,,,,,,,SPANXB1,,,,,,,,HCAR3,,,,MARS2,,,,,,,,,,,,,,,,,SULT1A4,,,,CCNQ,CFAP57,,,,,,,,,,
,,,,ANAPC7,,,STON1,FAF1,,,,,,,PARG,,,,,,,,ENSG00000255439,,,,USP51,,,,,,,,,,,,,,,,,LAT,,,,ZNF234,GSTA1,,,,,,,,,,
,,,,TPK1,,,PRAF2,HSF1,,,,,,,GAGE12D,,,,,,,,CARD18,,,,INSL3,,,,,,,,,,,,,,,,,TREX1,,,,ENSG00000263020,RTL9,,,,,,,,,,
,,,,SLC6A9,,,IGKV1-12,H2BC13,,,,,,,LTB,,,,,,,,CYP2A6,,,,ADH1C,,,,,,,,,,,,,,,,,SLC35F6,,,,IKBKE,ACY1,,,,,,,,,,
,,,,MYO18A,,,EFNA4,LRRC37B,,,,,,,RD3L,,,,,,,,CTSO,,,,POU5F2,,,,,,,,,,,,,,,,,FAM209B,,,,MSMB,NFS1,,,,,,,,,,
,,,,BORCS6,,,C4orf48,AQP12B,,,,,,,ORM2,,,,,,,,DNAAF4,,,,PCP4L1,,,,,,,,,,,,,,,,,CLIC1,,,,NBPF11,DDOST,,,,,,,,,,
,,,,MME,,,IGKV1-5,SIGIRR,,,,,,,IGKV3D-7,,,,,,,,ZNF432,,,,ABHD14A,,,,,,,,,,,,,,,,,RPS29,,,,NOTCH2NLA,TMEM199,,,,,,,,,,
,,,,CACNA1H,,,NAA80,IFITM2,,,,,,,CT47A7,,,,,,,,HMBS,,,,RBM14-RBM4,,,,,,,,,,,,,,,,,ATP6V1G2,,,,MYH4,GSTA2,,,,,,,,,,
,,,,SULF2,,,AMY2A,TNFAIP2,,,,,,,PROB1,,,,,,,,ASIC5,,,,ENSG00000248751,,,,,,,,,,,,,,,,,KLRK1,,,,GJA5,P2RY11,,,,,,,,,,
,,,,HBG2,,,UPK3B,TCEAL9,,,,,,,ARL17B,,,,,,,,ZNF350,,,,FMN1,,,,,,,,,,,,,,,,,EMP2,,,,RBP3,GMCL2,,,,,,,,,,
,,,,LAMA2,,,IL10RB,MC2R,,,,,,,CT45A5,,,,,,,,PGA5,,,,HAUS5,,,,,,,,,,,,,,,,,LTB4R,,,,TIMM23,DBNDD2,,,,,,,,,,
,,,,MYO6,,,CFB,GP1BA,,,,,,,TSPY3,,,,,,,,CAPNS2,,,,EPPIN-WFDC6,,,,,,,,,,,,,,,,,DNASE1,,,,CFAP298-TCP10L,RBMY1D,,,,,,,,,,
,,,,MRTFA,,,DNAAF10,PRPF39,,,,,,,PGA4,,,,,,,,HP,,,,TMEM150C,,,,,,,,,,,,,,,,,CSNK1E,,,,FSBP,ETV5,,,,,,,,,,
,,,,ADH1B,,,NME2,PPIL6,,,,,,,ORM1,,,,,,,,LSM14A,,,,SPATS1,,,,,,,,,,,,,,,,,CCL27,,,,TXNIP,CFHR1,,,,,,,,,,
,,,,UGT2B15,,,LEFTY1,ZNF74,,,,,,,TSPY8,,,,,,,,TAS2R38,,,,ENSG00000249624,,,,,,,,,,,,,,,,,IRF9,,,,SRGAP2,IGKV3-15,,,,,,,,,,
,,,,WNK3,,,CFAP57,KIAA0825,,,,,,,ZNF688,,,,,,,,MGAM,,,,HS3ST5,,,,,,,,,,,,,,,,,GALT,,,,STRADA,RBM12,,,,,,,,,,
,,,,SDHAF3,,,MRPS6,UBALD2,,,,,,,PGA3,,,,,,,,FNTB,,,,TMEM158,,,,,,,,,,,,,,,,,HBE1,,,,NBPF15,APOBEC3C,,,,,,,,,,
,,,,HRH1,,,GSTA1,TEX33,,,,,,,CT47A8,,,,,,,,MGAM2,,,,IGKV1D-37,,,,,,,,,,,,,,,,,HBG1,,,,NCOA4,IGKV1-27,,,,,,,,,,
,,,,RABL6,,,RTL9,CDNF,,,,,,,SPDYE21,,,,,,,,CHURC1,,,,YJEFN3,,,,,,,,,,,,,,,,,TAX1BP3,,,,GDF10,RAD21L1,,,,,,,,,,
,,,,TRAPPC4,,,ACY1,KLHL33,,,,,,,CT47A4,,,,,,,,PDF,,,,ENSG00000250264,,,,,,,,,,,,,,,,,NAXD,,,,AARSD1,ASPRV1,,,,,,,,,,
,,,,TTC30B,,,NFS1,GALNT17,,,,,,,YY2,,,,,,,,RNASE12,,,,TRMT9B,,,,,,,,,,,,,,,,,MEF2B,,,,ENSG00000267001,C4A,,,,,,,,,,
,,,,SLC30A10,,,DDOST,ZBTB37,,,,,,,STMND1,,,,,,,,SPESP1,,,,KIAA1210,,,,,,,,,,,,,,,,,CPNE1,,,,ENSG00000267179,HBB,,,,,,,,,,
,,,,TECPR2,,,TMEM199,SPPL2C,,,,,,,CFAP97D1,,,,,,,,SYNJ2BP-COX16,,,,ENSG00000250424,,,,,,,,,,,,,,,,,ARL16,,,,UPK3BL1,CRYBB2,,,,,,,,,,
,,,,TLR7,,,GSTA2,CCDC137,,,,,,,IGKV1OR2-108,,,,,,,,PINX1,,,,CHCHD10,,,,,,,,,,,,,,,,,MAGEB1,,,,APOC4,CEBPA,,,,,,,,,,
,,,,ZFP62,,,TMEM141,SFTPA2,,,,,,,HLA-DPA1,,,,,,,,CEP95,,,,GPR162,,,,,,,,,,,,,,,,,TMEM213,,,,ZNF285,TWF2,,,,,,,,,,
,,,,ERI2,,,GMCL2,RGPD2,,,,,,,CYP21A2,,,,,,,,TUBB3,,,,ATP6V1E2,,,,,,,,,,,,,,,,,ALG3,,,,S1PR2,MARS2,,,,,,,,,,
,,,,ZNF33B,,,ENSG00000244255,ARL15,,,,,,,PSG1,,,,,,,,TSPY1,,,,PRODH2,,,,,,,,,,,,,,,,,C17orf67,,,,ENSG00000267561,INSL3,,,,,,,,,,
,,,,ZNF512B,,,DBNDD2,C12orf56,,,,,,,TAPBP,,,,,,,,SMIM6,,,,ZNF674,,,,,,,,,,,,,,,,,FIS1,,,,CGB1,ADH1C,,,,,,,,,,
,,,,NF1,,,RBMY1D,CDK10,,,,,,,TMEM253,,,,,,,,ITGB3,,,,ZNF345,,,,,,,,,,,,,,,,,SCART1,,,,FDX2,CDK11B,,,,,,,,,,
,,,,VKORC1L1,,,ETV5,ATP6V0A2,,,,,,,HLA-DQB2,,,,,,,,ZHX1-C8orf76,,,,SHANK3,,,,,,,,,,,,,,,,,SPDYE3,,,,NDUFA7,POU5F2,,,,,,,,,,
,,,,ZNF418,,,CFHR1,PRKN,,,,,,,TNF,,,,,,,,GH1,,,,ZNF550,,,,,,,,,,,,,,,,,HAUS3,,,,SSX4,PCP4L1,,,,,,,,,,
,,,,DAPK1,,,IGKV3-15,HGS,,,,,,,PET117,,,,,,,,RBM15B,,,,ENSG00000251537,,,,,,,,,,,,,,,,,VSTM5,,,,NBPF12,ABHD14A,,,,,,,,,,
,,,,HLA-DQA1,,,APOBEC3C,MRPL30,,,,,,,LYRM9,,,,,,,,TGFBR3L,,,,IGKV1D-39,,,,,,,,,,,,,,,,,BBIP1,,,,SLC6A14,RBM14-RBM4,,,,,,,,,,
,,,,COL27A1,,,IGKV1-27,TARS3,,,,,,,PHGR1,,,,,,,,SPDYE6,,,,PCDHA12,,,,,,,,,,,,,,,,,GNAT3,,,,SMIM17,ENSG00000248751,,,,,,,,,,
,,,,GM2A,,,RAD21L1,SMYD3,,,,,,,GPX1,,,,,,,,ENSG00000260170,,,,PTX4,,,,,,,,,,,,,,,,,AS3MT,,,,FAM156A,FMN1,,,,,,,,,,
,,,,H2AC13,,,ASPRV1,SH3BGR,,,,,,,TSPY4,,,,,,,,TBC1D3G,,,,RGS21,,,,,,,,,,,,,,,,,SPINK13,,,,SSX2B,ATP5MF-PTCD1,,,,,,,,,,
,,,,CLPSL2,,,C4A,FAM174B,,,,,,,RPS28,,,,,,,,MRC1,,,,PCDHGA12,,,,,,,,,,,,,,,,,KRTAP2-2,,,,TEX13A,HAUS5,,,,,,,,,,
,,,,S100A2,,,HBB,ZSWIM9,,,,,,,CTXN2,,,,,,,,C16orf95,,,,C8orf88,,,,,,,,,,,,,,,,,STARD10,,,,CTAG1A,EPPIN-WFDC6,,,,,,,,,,
,,,,ZNF700,,,CRYBB2,GPRIN3,,,,,,,UQCRHL,,,,,,,,ENSG00000260537,,,,HOXA10,,,,,,,,,,,,,,,,,ZNF727,,,,HSFX2,TMEM150C,,,,,,,,,,
,,,,CD47,,,N4BP2L2,KRT6B,,,,,,,IGKV3OR2-268,,,,,,,,ENSG00000260643,,,,C1orf210,,,,,,,,,,,,,,,,,ARHGEF33,,,,CT45A1,SPATS1,,,,,,,,,,
,,,,H2AC11,,,CEBPA,PARPBP,,,,,,,PAGE2,,,,,,,,CCPG1,,,,SMIM18,,,,,,,,,,,,,,,,,IFRD2,,,,ENSG00000269035,HS3ST5,,,,,,,,,,
,,,,ILRUN,,,PGAM5,MUC1,,,,,,,TRIM26,,,,,,,,SULT1A3,,,,PCDHGA5,,,,,,,,,,,,,,,,,ZBED1,,,,CALR3,TMEM158,,,,,,,,,,
,,,,ADA,,,TWF2,FAAP100,,,,,,,ZNF879,,,,,,,,TMEM178B,,,,PCDHGA6,,,,,,,,,,,,,,,,,TOMM6,,,,CT45A3,IGKV1D-37,,,,,,,,,,
,,,,TOMM20L,,,INSL3,PDE6G,,,,,,,RBMY1A1,,,,,,,,EPPK1,,,,UTP14C,,,,,,,,,,,,,,,,,MS4A18,,,,IKBKG,YJEFN3,,,,,,,,,,
,,,,NHLRC2,,,ADH1C,DLK1,,,,,,,KBTBD13,,,,,,,,ZNF865,,,,PCDHGA10,,,,,,,,,,,,,,,,,FER1L6,,,,CT45A10,ENSG00000250264,,,,,,,,,,
,,,,H2AC7,,,POU5F2,AHNAK2,,,,,,,ZNF736,,,,,,,,BOP1,,,,PCDHGA11,,,,,,,,,,,,,,,,,ARHGEF28,,,,NBPF9,TRMT9B,,,,,,,,,,
,,,,CRACDL,,,PCP4L1,OLFML2A,,,,,,,APOC2,,,,,,,,PECAM1,,,,ZNF260,,,,,,,,,,,,,,,,,RTL10,,,,SSX4B,SMIM20,,,,,,,,,,
,,,,ZNG1C,,,ABHD14A,PDIA2,,,,,,,C19orf81,,,,,,,,TMEM249,,,,LYN,,,,,,,,,,,,,,,,,PHB2,,,,COMMD3-BMI1,KIAA1210,,,,,,,,,,
,,,,KPNA5,,,RBM14-RBM4,PCGF3,,,,,,,ANKRD65,,,,,,,,GAN,,,,PINX1,,,,,,,,,,,,,,,,,TCP11X2,,,,FMC1-LUC7L2,ENSG00000250424,,,,,,,,,,
,,,,ARHGEF12,,,FMN1,P4HB,,,,,,,C12orf75,,,,,,,,PIERCE2,,,,LRRC24,,,,,,,,,,,,,,,,,NEURL4,,,,ZNF559-ZNF177,CHCHD10,,,,,,,,,,
,,,,PDLIM7,,,ATP5MF-PTCD1,PSMD13,,,,,,,SMIM1,,,,,,,,HPR,,,,SIGLEC14,,,,,,,,,,,,,,,,,ZNG1F,,,,BIVM-ERCC5,CDK3,,,,,,,,,,
,,,,FLNA,,,HAUS5,PBX1,,,,,,,PPP1R3E,,,,,,,,MIA,,,,AP5B1,,,,,,,,,,,,,,,,,MUC5AC,,,,NBPF8,GPR162,,,,,,,,,,
,,,,FAM3C,,,EPPIN-WFDC6,NDUFA4L2,,,,,,,RPEL1,,,,,,,,MYMX,,,,ARMS2,,,,,,,,,,,,,,,,,GOLGA6B,,,,H4C15,ATP6V1E2,,,,,,,,,,
,,,,SLC39A10,,,TMEM150C,KRT79,,,,,,,NFAM1,,,,,,,,CORO7,,,,INS,,,,,,,,,,,,,,,,,FAM166B,,,,NBPF14,ENSG00000250644,,,,,,,,,,
,,,,CASP4,,,NAIP,ZFP36L1,,,,,,,KIAA0040,,,,,,,,SPON1,,,,RTL1,,,,,,,,,,,,,,,,,C5orf49,,,,TAF15,PRODH2,,,,,,,,,,
,,,,ANXA4,,,SPATS1,NTF3,,,,,,,B3GALT4,,,,,,,,C19orf84,,,,EEF1G,,,,,,,,,,,,,,,,,FASTKD5,,,,GAS2L2,ZNF674,,,,,,,,,,
,,,,WDR5B,,,ENSG00000249624,PMEL,,,,,,,LCE6A,,,,,,,,CCNQ,,,,CKLF-CMTM1,,,,,,,,,,,,,,,,,GOLGA8B,,,,RPS10-NUDT3,SHANK3,,,,,,,,,,
,,,,FAM163B,,,HS3ST5,SYN3,,,,,,,CT47A3,,,,,,,,ENSG00000263020,,,,BORCS8,,,,,,,,,,,,,,,,,GAGE12G,,,,H4C14,ZNF550,,,,,,,,,,
,,,,NPIPB9,,,TMEM158,PRAME,,,,,,,CLEC2L,,,,,,,,MYZAP,,,,ENSG00000254979,,,,,,,,,,,,,,,,,GAGE10,,,,RASL10B,ENSG00000251537,,,,,,,,,,
,,,,METTL9,,,IGKV1D-37,MYBL1,,,,,,,GAGE12F,,,,,,,,IKBKE,,,,EID3,,,,,,,,,,,,,,,,,DDX3X,,,,CT45A9,IGKV1D-39,,,,,,,,,,
,,,,EOLA2,,,YJEFN3,ANKFY1,,,,,,,CT47A1,,,,,,,,MSMB,,,,HTD2,,,,,,,,,,,,,,,,,RSC1A1,,,,ENSG00000271254,PCDHA12,,,,,,,,,,
,,,,GMFB,,,ENSG00000250264,SRL,,,,,,,TSPY10,,,,,,,,NOTCH2NLA,,,,FXYD6-FXYD2,,,,,,,,,,,,,,,,,TMEM242,,,,NBPF10,PTX4,,,,,,,,,,
,,,,ZNF420,,,TRMT9B,C11orf87,,,,,,,UBE2L5,,,,,,,,MYH4,,,,HCAR3,,,,,,,,,,,,,,,,,TSTD1,,,,CT45A2,RGS21,,,,,,,,,,
,,,,ZNF763,,,KIAA1210,IFIT1,,,,,,,CT47B1,,,,,,,,GJA5,,,,CARD18,,,,,,,,,,,,,,,,,RPTN,,,,CCL5,C8orf88,,,,,,,,,,
,,,,H4C3,,,ENSG00000250424,CXorf38,,,,,,,ZNF853,,,,,,,,RBP3,,,,CYP2A6,,,,,,,,,,,,,,,,,CYB5RL,,,,MILR1,SHLD3,,,,,,,,,,
,,,,MAFG,,,CHCHD10,KCNQ5,,,,,,,CKMT1B,,,,,,,,CFAP298-TCP10L,,,,DNAAF4,,,,,,,,,,,,,,,,,C1orf167,,,,NUDT3,HOXA10,,,,,,,,,,
,,,,ARRDC1,,,CDK3,MORF4L1,,,,,,,PATE4,,,,,,,,FSBP,,,,ZNF432,,,,,,,,,,,,,,,,,IFI30,,,,POM121C,C1orf210,,,,,,,,,,
,,,,KRT35,,,GPR162,NLRP9,,,,,,,RGL2,,,,,,,,TXNIP,,,,ASIC5,,,,,,,,,,,,,,,,,GAGE12E,,,,FAM47E-STBD1,SMIM18,,,,,,,,,,
,,,,IGF2R,,,ATP6V1E2,WDR53,,,,,,,KIFC1,,,,,,,,SRGAP2,,,,POLG2,,,,,,,,,,,,,,,,,TENM3,,,,CFAP206,UTP14C,,,,,,,,,,
,,,,SLC6A17,,,PRODH2,DMWD,,,,,,,C2orf74,,,,,,,,NBPF15,,,,ZNF350,,,,,,,,,,,,,,,,,CEBPZOS,,,,DOC2B,PCDHGA10,,,,,,,,,,
,,,,PCBP2,,,SHANK3,SLC52A2,,,,,,,GAGE12C,,,,,,,,NCOA4,,,,PGA5,,,,,,,,,,,,,,,,,ZNF579,,,,DCP1A,LYN,,,,,,,,,,
,,,,SRC,,,ZNF550,PIGP,,,,,,,AMY1A,,,,,,,,AARSD1,,,,CAPNS2,,,,,,,,,,,,,,,,,CELA3B,,,,ENSG00000272980,PINX1,,,,,,,,,,
,,,,PCNX3,,,ENSG00000251537,IKZF1,,,,,,,CT47A5,,,,,,,,ENSG00000267001,,,,HP,,,,,,,,,,,,,,,,,RNASEK,,,,GRIN2B,LRRC24,,,,,,,,,,
,,,,ADAM32,,,IGKV1D-39,PCYT2,,,,,,,TSPY9,,,,,,,,ENSG00000267179,,,,LSM14A,,,,,,,,,,,,,,,,,TAFA5,,,,NBPF26,SIGLEC14,,,,,,,,,,
,,,,ACSL5,,,PTX4,GNB1L,,,,,,,LRRC37A2,,,,,,,,UPK3BL1,,,,TAS2R38,,,,,,,,,,,,,,,,,UMAD1,,,,ZBTB8B,AP5B1,,,,,,,,,,
,,,,LRRC8B,,,RGS21,DNAH14,,,,,,,PAGE2B,,,,,,,,APOC4,,,,MGAM,,,,,,,,,,,,,,,,,FAM228B,,,,TBC1D3K,CHMP4A,,,,,,,,,,
,,,,ABCB8,,,C8orf88,EVI2B,,,,,,,CASTOR1,,,,,,,,S1PR2,,,,FNTB,,,,,,,,,,,,,,,,,LINGO3,,,,H4C12,ARMS2,,,,,,,,,,
,,,,SND1,,,SHLD3,TMEM210,,,,,,,RNF103,,,,,,,,CGB1,,,,MGAM2,,,,,,,,,,,,,,,,,PPP3R1,,,,EPOP,INS,,,,,,,,,,
,,,,SULT1A2,,,CCDC71L,NPIPB4,,,,,,,KLHL41,,,,,,,,FDX2,,,,CUX1,,,,,,,,,,,,,,,,,PSG3,,,,ZNHIT3,RTL1,,,,,,,,,,
,,,,NEK5,,,HOXA10,TRIM69,,,,,,,STPG4,,,,,,,,ZNF224,,,,PDF,,,,,,,,,,,,,,,,,AP4M1,,,,CT45A7,ENSG00000254692,,,,,,,,,,
,,,,PSMD12,,,SMIM18,IFITM1,,,,,,,TNFSF12,,,,,,,,LIN37,,,,RNASE12,,,,,,,,,,,,,,,,,PLXNA4,,,,LHX1,EEF1G,,,,,,,,,,
,,,,ADGRA1,,,ALG11,LAMP1,,,,,,,CDRT4,,,,,,,,SSX4,,,,SPESP1,,,,,,,,,,,,,,,,,PSG7,,,,ENSG00000273748,CKLF-CMTM1,,,,,,,,,,
,,,,NOL4L,,,UTP14C,FFAR3,,,,,,,APOBEC3G,,,,,,,,SLC6A14,,,,CEP95,,,,,,,,,,,,,,,,,ZBED8,,,,CYFIP1,BORCS8,,,,,,,,,,
,,,,CYSRT1,,,PCDHGA10,KLHDC8B,,,,,,,WBP1,,,,,,,,SMIM17,,,,TUBB3,,,,,,,,,,,,,,,,,NPTXR,,,,TAF9,ENSG00000254979,,,,,,,,,,
,,,,SLC22A4,,,LYN,SETD4,,,,,,,MRPS17,,,,,,,,FAM156A,,,,TSPY1,,,,,,,,,,,,,,,,,POM121L12,,,,SOCS7,CHMP1B,,,,,,,,,,
,,,,ZSCAN5B,,,LRRC24,CALHM1,,,,,,,IGKV1D-8,,,,,,,,SSX2B,,,,NDUFC2-KCTD14,,,,,,,,,,,,,,,,,PPP2R2A,,,,TBC1D3H,EID3,,,,,,,,,,
,,,,ENTPD4,,,SIGLEC14,NKAIN3,,,,,,,DEFA3,,,,,,,,SIGLEC5,,,,SMIM6,,,,,,,,,,,,,,,,,C19orf73,,,,GAGE13,HTD2,,,,,,,,,,
,,,,TBC1D9B,,,AP5B1,ZNF267,,,,,,,IGKV1-6,,,,,,,,TEX13A,,,,ITGB3,,,,,,,,,,,,,,,,,TRIM16,,,,ADRA2B,FXYD6-FXYD2,,,,,,,,,,
,,,,H4C11,,,CHMP4A,IRS2,,,,,,,GET4,,,,,,,,CTAG1A,,,,GH1,,,,,,,,,,,,,,,,,HEPN1,,,,TPTE,HCAR3,,,,,,,,,,
,,,,FAM110D,,,ARMS2,SPACDR,,,,,,,IGKV1-37,,,,,,,,HSFX2,,,,RBM15B,,,,,,,,,,,,,,,,,FXYD7,,,,TBC1D3D,CARD18,,,,,,,,,,
,,,,SERPINA1,,,INS,BICD2,,,,,,,IGKV3-20,,,,,,,,ENSG00000268870,,,,TGFBR3L,,,,,,,,,,,,,,,,,XKR9,,,,TBC1D3L,ENSG00000255639,,,,,,,,,,
,,,,TPSB2,,,RTL1,TMLHE,,,,,,,LILRA4,,,,,,,,CT45A1,,,,HOXB7,,,,,,,,,,,,,,,,,SLC12A8,,,,RCC1L,CYP2A6,,,,,,,,,,
,,,,IL27,,,EEF1G,GRK1,,,,,,,IGKV1D-33,,,,,,,,ENSG00000269035,,,,SPDYE6,,,,,,,,,,,,,,,,,FADS3,,,,RIMBP3B,CTSO,,,,,,,,,,
,,,,GUCA2A,,,CKLF-CMTM1,PLK5,,,,,,,TEX35,,,,,,,,CALR3,,,,FRRS1L,,,,,,,,,,,,,,,,,CCNL2,,,,TBC1D3,ZNF432,,,,,,,,,,
,,,,RAD54B,,,BORCS8,ATP4B,,,,,,,AMY2B,,,,,,,,CT45A3,,,,TBC1D3G,,,,,,,,,,,,,,,,,UBA52,,,,H4C6,HMBS,,,,,,,,,,
,,,,SYNGAP1,,,ENSG00000254979,ZNF529,,,,,,,LY6G5B,,,,,,,,IKBKG,,,,MRC1,,,,,,,,,,,,,,,,,BTBD19,,,,TBC1D3B,ASIC5,,,,,,,,,,
,,,,DDI2,,,DPP3,HTR3E,,,,,,,PSMB9,,,,,,,,CT45A10,,,,C16orf95,,,,,,,,,,,,,,,,,C21orf140,,,,TBC1D3I,POLG2,,,,,,,,,,
,,,,SVIL,,,ANKHD1-EIF4EBP3,KRT73,,,,,,,COX19,,,,,,,,SSX4B,,,,ENSG00000260643,,,,,,,,,,,,,,,,,PSMB11,,,,PPP4R3B,ZNF350,,,,,,,,,,
,,,,PELI1,,,CHMP1B,AIDA,,,,,,,DEFA1B,,,,,,,,COMMD3-BMI1,,,,SULT1A3,,,,,,,,,,,,,,,,,USP17L2,,,,NUDT18,PGA5,,,,,,,,,,
,,,,ZNF655,,,EID3,CDIN1,,,,,,,ACAD11,,,,,,,,FMC1-LUC7L2,,,,TMEM178B,,,,,,,,,,,,,,,,,VPS52,,,,GAGE2E,CAPNS2,,,,,,,,,,
,,,,MRPL21,,,HTD2,CD300LF,,,,,,,IGKV1-17,,,,,,,,ZNF559-ZNF177,,,,EPPK1,,,,,,,,,,,,,,,,,ZNF844,,,,H4C13,HP,,,,,,,,,,
,,,,UAP1L1,,,FXYD6-FXYD2,ZPBP2,,,,,,,TNFRSF13B,,,,,,,,BIVM-ERCC5,,,,ZNF865,,,,,,,,,,,,,,,,,HBD,,,,LENG9,TAS2R38,,,,,,,,,,
,,,,DACT3,,,EID1,KRT5,,,,,,,AQP1,,,,,,,,H4C15,,,,BOP1,,,,,,,,,,,,,,,,,CERS1,,,,CCL4,MGAM,,,,,,,,,,
,,,,ZNF860,,,HCAR3,AGBL4,,,,,,,IGKV1-8,,,,,,,,GAS2L2,,,,PECAM1,,,,,,,,,,,,,,,,,IGKV3D-15,,,,FCGBP,FNTB,,,,,,,,,,
,,,,C5AR1,,,ENSG00000255439,ANKRD46,,,,,,,PNMA2,,,,,,,,H4C14,,,,TMEM249,,,,,,,,,,,,,,,,,CPTP,,,,HNF1B,MGAM2,,,,,,,,,,
,,,,CYP2B6,,,CARD18,CYP4F2,,,,,,,LRRD1,,,,,,,,RASL10B,,,,GAN,,,,,,,,,,,,,,,,,CT47A10,,,,H4C7,CHURC1,,,,,,,,,,
,,,,VEPH1,,,CYP2A6,ZBTB6,,,,,,,PCDHGC5,,,,,,,,CT45A9,,,,HPR,,,,,,,,,,,,,,,,,C4B,,,,LYZL6,PDF,,,,,,,,,,
,,,,FABP12,,,CTSO,C2orf76,,,,,,,ARHGEF25,,,,,,,,ENSG00000271254,,,,MIA,,,,,,,,,,,,,,,,,SMIM13,,,,ENSG00000275740,RNASE12,,,,,,,,,,
,,,,IPP,,,DNAAF4,POLR3C,,,,,,,PEDS1,,,,,,,,CT45A2,,,,MYMX,,,,,,,,,,,,,,,,,GAGE12J,,,,ENSG00000275778,SPESP1,,,,,,,,,,
,,,,OPALIN,,,ZNF432,UBL4B,,,,,,,IGKV1-16,,,,,,,,CCL5,,,,CORO7,,,,,,,,,,,,,,,,,NDUFAF8,,,,RIMBP3,SYNJ2BP-COX16,,,,,,,,,,
,,,,MAP3K5,,,ASIC5,CENATAC,,,,,,,MIF,,,,,,,,MILR1,,,,SPON1,,,,,,,,,,,,,,,,,GAGE12H,,,,TUBGCP5,CEP95,,,,,,,,,,
,,,,OGDHL,,,ZNF350,BCL9L,,,,,,,NSUN6,,,,,,,,NUDT3,,,,C19orf84,,,,,,,,,,,,,,,,,APOC4-APOC2,,,,PRSS2,TUBB3,,,,,,,,,,
,,,,STMN3,,,PGA5,KIF18B,,,,,,,HLA-DOB,,,,,,,,POM121C,,,,CCNQ,,,,,,,,,,,,,,,,,MKRN2OS,,,,UHRF1,TSPY1,,,,,,,,,,
,,,,COL13A1,,,CAPNS2,ZNRF1,,,,,,,IGKV1D-16,,,,,,,,CFAP206,,,,ENSG00000263020,,,,,,,,,,,,,,,,,SLC26A6,,,,ORAI1,NDUFC2-KCTD14,,,,,,,,,,
,,,,SPN,,,HP,SAPCD2,,,,,,,CRCP,,,,,,,,DOC2B,,,,MYZAP,,,,,,,,,,,,,,,,,NOL7,,,,H4C9,SMIM6,,,,,,,,,,
,,,,SLC2A10,,,TAS2R38,SLC51B,,,,,,,RPL36A,,,,,,,,ENSG00000272980,,,,MSMB,,,,,,,,,,,,,,,,,CT47A6,,,,ENSG00000276345,ENSG00000259132,,,,,,,,,,
,,,,RPF2,,,MGAM,CYP4F12,,,,,,,IGKV3-11,,,,,,,,GRIN2B,,,,NBPF11,,,,,,,,,,,,,,,,,TEX22,,,,CCL14,ITGB3,,,,,,,,,,
